shop_id,shop_name,good_summary,last_updated
5733341,打望重庆火锅,"海鲜不错(356),肉类不错(309),口味不错(558),牛肉不错(165),环境不错(244),服务热情(201),食材不错(136),锅底不错(109)",2016-01-05 22:41:42
5721724,小贝壳海鲜自助火锅(打浦路店),"海鲜不错(1565),食材不错(1363),口味不错(1567),性价比较高(1190),食材新鲜(661),服务热情(1164),环境不错(963),点心不错(386)",2016-01-05 22:41:45
5530450,煲宫(人民广场店),"肉类不错(889),猪肉不错(708),口味不错(1710),汤羹煲不错(663),服务热情(1401),禽肉不错(548),环境不错(543),煲仔饭不错(272)",2016-01-05 22:41:47
5529178,渝利火锅(九六店),"肉类不错(338),口味不错(1006),服务热情(638),食材不错(275),环境不错(358),食材新鲜(138),性价比较高(158),禽肉不错(147)",2016-01-05 22:41:57
5528732,捞王锅物料理(静安店),"肉类不错(491),猪肉不错(347),服务热情(1060),汤羹煲不错(298),口味不错(658),禽肉不错(257),食材不错(141),牛肉不错(136)",2016-01-05 22:41:59
5473698,上上谦串串香火锅(浦东新梅广场店),"肉类不错(1103),口味不错(2773),服务热情(1624),环境不错(1198),牛肉不错(701),食材不错(581),食材新鲜(303),海鲜不错(527)",2016-01-05 22:42:07
5391580,泰妃阁(浦东新梅广场店),"肉类不错(980),口味不错(2817),环境不错(1136),性价比较高(924),海鲜不错(747),服务热情(978),牛肉不错(617),点心不错(446)",2016-01-05 22:42:12
5245120,橘色涮涮屋,"食材新鲜(76),海鲜不错(106),食材不错(106),口味不错(112),肉类不错(68),环境不错(102),点心不错(47),服务热情(75)",2016-01-05 22:42:15
505597,王家大苑老北京热气羊肉涮锅(临汾路店),"肉类不错(384),羊肉不错(355),口味不错(331),服务热情(225),性价比较高(62),酱料不错(58),羊肉新鲜(46),海鲜不错(57)",2016-01-05 22:42:19
501073,三人行骨头王火锅(长宁店),"份量足(202),口味不错(837),汤羹煲不错(207),服务热情(790),环境不错(342),性价比较高(175),肉类不错(152),锅底不错(82)",2016-01-05 22:42:21
500668,三人行骨头王火锅(徐汇总店),"份量足(665),口味不错(2456),服务热情(1745),性价比较高(684),汤羹煲不错(635),肉类不错(456),锅底不错(403),环境不错(615)",2016-01-05 22:42:26
500621,小肥羊(南丹路店),"肉类不错(1059),羊肉不错(900),口味不错(1282),服务热情(645),锅底不错(348),环境不错(406),性价比较高(235),牛肉不错(141)",2016-01-05 22:42:30
4747215,海底捞火锅店(邯郸路店),"服务热情(1849),食材不错(282),口味不错(817),肉类不错(261),环境不错(406),食材新鲜(146),锅底不错(226),海鲜不错(178)",2016-01-05 22:42:32
4714973,辣府(嘉善路店),"肉类不错(742),牛肉不错(474),口味不错(1025),食材不错(315),服务热情(512),锅底不错(234),环境不错(379),食材新鲜(191)",2016-01-05 22:42:36
4676160,捞王锅物料理(控江店),"肉类不错(296),猪肉不错(208),服务热情(594),汤羹煲不错(193),口味不错(454),禽肉不错(159),主食不错(92),海鲜不错(87)",2016-01-05 22:42:41
4663518,洋房火锅(岳阳路店),"食材不错(150),食材新鲜(81),服务热情(231),肉类不错(139),环境不错(203),牛肉不错(104),口味不错(195),海鲜不错(94)",2016-01-05 22:42:44
4550707,Mo-Mo牧场(陕南牧场),"肉类不错(2763),牛肉不错(1522),服务热情(3395),点心不错(1315),口味不错(2233),环境不错(1187),食材不错(562),菜品新鲜(280)",2016-01-05 22:42:48
4500491,豆捞坊(大悦城店),"食材不错(185),服务热情(731),口味不错(650),环境不错(462),海鲜不错(155),食材新鲜(100),性价比较高(156),肉类不错(145)",2016-01-05 22:42:51
4271630,海底捞火锅店(张杨路店),"服务热情(2257),食材不错(304),口味不错(1001),肉类不错(285),环境不错(411),食材新鲜(156),海鲜不错(235),锅底不错(196)",2016-01-05 22:42:55
4223460,红辣椒(张杨路店),"海鲜不错(801),肉类不错(774),服务热情(3443),口味不错(2489),禽肉不错(461),性价比较高(593),环境不错(740),牛蛙不错(360)",2016-01-05 22:42:58
4017154,海底捞火锅店(打浦路店),"服务热情(2323),口味不错(1062),环境不错(557),食材不错(318),肉类不错(292),食材新鲜(165),海鲜不错(222),锅底不错(172)",2016-01-05 22:43:02
3703555,捞王锅物料理(凯旋路店),"肉类不错(601),猪肉不错(443),口味不错(868),汤羹煲不错(377),服务热情(827),禽肉不错(292),煲仔饭不错(237),主食不错(270)",2016-01-05 22:43:10
3521644,豆捞坊(金桥国际店),"食材不错(359),服务热情(1088),食材新鲜(203),口味不错(1088),环境不错(919),海鲜不错(215),性价比较高(290),肉类不错(207)",2016-01-05 22:43:13
3441013,三人行骨头王火锅(百联世茂店),"份量足(999),口味不错(3287),服务热情(2717),环境不错(1207),性价比较高(876),汤羹煲不错(730),肉类不错(586),锅底不错(462)",2016-01-05 22:43:15
32577028,左庭右院鲜牛肉火锅(南丰城店),"肉类不错(76),牛肉不错(61),牛肉新鲜(14),服务热情(65),口味不错(38),环境不错(36),性价比较高(13),汤羹煲不错(12)",2016-01-05 22:43:19
32447805,花千锅-现切鲜牛肉火锅(世博源店),"肉类不错(151),牛肉不错(104),口味不错(136),酱料不错(50),环境不错(131),牛肉新鲜(27),服务热情(71),食材不错(39)",2016-01-05 22:43:22
32447704,花千锅-现切鲜牛肉火锅(大宁店),"肉类不错(199),牛肉不错(143),口味不错(186),环境不错(113),酱料不错(44),服务热情(105),食材不错(39),牛肉新鲜(24)",2016-01-05 22:43:26
2921428,豆捞坊(百联世茂店),"海鲜不错(487),服务热情(1906),口味不错(1655),肉类不错(418),环境不错(1581),食材不错(412),性价比较高(308),食材新鲜(207)",2016-01-05 22:43:30
2873341,红辣椒(杨浦店),"肉类不错(1423),服务热情(4317),海鲜不错(1175),口味不错(3700),环境不错(1429),禽肉不错(889),性价比较高(1083),份量足(379)",2016-01-05 22:43:34
28615981,今牛座-潮汕鲜牛火锅,"肉类不错(321),牛肉不错(248),牛肉嫩(75),口味不错(213),服务热情(134),环境不错(118),牛肉新鲜(49),酱料不错(54),汤羹煲不错(37)",2016-01-05 22:43:36
28604806,魔肚大火锅(龙茗路店),"肉类不错(42),份量足(17),服务热情(85),食材不错(26),食材新鲜(16),口味不错(66),禽肉不错(24),牛肉不错(21),环境不错(41)",2016-01-05 22:43:40
28425895,牛很鲜潮汕牛肉火锅,"肉类不错(344),牛肉不错(271),牛肉新鲜(75),口味不错(250),服务热情(146),环境不错(125),牛肉嫩(38),性价比较高(66)",2016-01-05 22:43:44
27431970,煲宫(五角场店),"肉类不错(79),猪肉不错(63),口味不错(154),汤羹煲不错(56),服务热情(148),禽肉不错(39),环境不错(43),海鲜不错(29)",2016-01-05 22:43:50
27431729,嗨锅(宝山万达店),"牛蛙不错(125),肉类不错(56),口味不错(192),锅底不错(46),海鲜不错(45),服务热情(87),食材不错(32),牛蛙嫩(27),烧烤不错(30)",2016-01-05 22:43:52
27391597,粤来粤牛牛肉打边炉(金玉兰店),"肉类不错(202),牛肉不错(158),牛肉嫩(31),口味不错(175),服务热情(113),环境不错(94),酱料不错(30),海鲜不错(29),食材不错(26)",2016-01-05 22:43:55
27348970,哥老官重庆美蛙鱼头(虹口龙之梦五哥店),"牛蛙不错(148),牛蛙嫩(59),肉类不错(74),口味不错(123),牛肉不错(40),服务热情(86),汤羹煲不错(32),海鲜不错(29)",2016-01-05 22:43:59
27313649,發記香港火锅,"肉类不错(74),牛肉不错(45),禽肉不错(31),口味不错(72),服务热情(71),食材不错(19),锅底不错(19),汤羹煲不错(15)",2016-01-05 22:44:06
27302344,汕记鲜牛(彭浦店),"肉类不错(108),牛肉新鲜(26),牛肉不错(92),口味不错(80),食材不错(22),食材新鲜(15),服务热情(53),环境不错(20)",2016-01-05 22:44:09
27221227,牛约潮汕牛肉火锅(茅台路店),"肉类不错(107),牛肉不错(81),牛肉新鲜(21),牛肉嫩(17),服务热情(81),食材不错(21),口味不错(78),环境不错(37),酱料不错(13)",2016-01-05 22:44:14
27188117,九牛二户(长风景畔店),"肉类不错(81),牛肉不错(67),口味不错(85),服务热情(46),牛肉嫩(13),环境不错(32),酱料不错(13),牛肉新鲜(12),汤羹煲不错(11)",2016-01-05 22:44:22
27188103,九牛二户(西藏南路店),"肉类不错(59),牛肉不错(46),牛肉嫩(11),口味不错(55),食材不错(13),食材新鲜(8),服务热情(41),环境不错(37),菜品新鲜(7)",2016-01-05 22:44:44
27170093,釜山火炉·饮食仓库芝士肋排,"点心不错(57),肉类不错(51),口味不错(114),服务热情(94),份量足(20),主食不错(26),猪肉不错(23),环境不错(45),炒饭好吃(21)",2016-01-05 22:44:47
27139541,陈记顺和牛肉店(嘉定店),"肉类不错(85),牛肉不错(72),牛肉新鲜(15),口味不错(57),服务热情(40),环境不错(27),牛肉嫩(8),食材不错(10),汤羹煲不错(9)",2016-01-05 22:44:49
27139520,陈记顺和牛肉店(南京东路店),"肉类不错(413),牛肉不错(321),牛肉嫩(59),牛肉新鲜(51),口味不错(293),服务热情(291),汤羹煲不错(49),环境不错(91)",2016-01-05 22:44:53
27137313,哥老官重庆美蛙鱼头(长寿路四哥店),"牛蛙不错(155),牛蛙嫩(53),肉类不错(58),服务热情(132),口味不错(117),食材不错(28),牛肉不错(27),海鲜不错(26),环境不错(31)",2016-01-05 22:44:57
27136174,牛市缘-潮汕鲜牛肉火锅(杨浦百联店),"肉类不错(306),牛肉不错(240),牛肉嫩(54),牛肉新鲜(51),口味不错(224),服务热情(135),环境不错(71),性价比较高(51)",2016-01-05 22:45:02
27131758,香上牛家潮汕牛肉火锅,"肉类不错(275),牛肉不错(230),牛肉新鲜(55),口味不错(215),牛肉嫩(37),服务热情(177),环境不错(72),食材不错(38),锅底不错(37)",2016-01-05 22:45:06
27020337,牛+ 冰心火舌 Bingo 火锅料理,"口味不错(102),肉类不错(34),服务热情(76),性价比较高(37),食材不错(26),食材新鲜(15),环境不错(73),海鲜不错(23)",2016-01-05 22:45:07
27008448,今年牛事-宝山店(潮汕原味牛肉火锅),"肉类不错(252),牛肉新鲜(50),牛肉不错(207),牛肉嫩(38),口味不错(195),服务热情(62),菜品新鲜(23),酱料不错(27),肉类新鲜(21)",2016-01-05 22:45:10
27008435,今年牛事-四川北路店(潮汕原味牛肉火锅),"肉类不错(220),牛肉不错(178),牛肉新鲜(43),牛肉嫩(42),口味不错(172),服务热情(125),环境不错(35),性价比较高(30)",2016-01-05 22:45:14
26988804,铜炉湾·潮汕牛肉火锅(打浦路店),"肉类不错(74),牛肉不错(52),牛肉嫩(12),口味不错(66),服务热情(43),环境不错(24),牛肉新鲜(9),性价比较高(11)",2016-01-05 22:45:20
26231027,热辣壹号(南丰城),"食材不错(42),口味不错(107),服务热情(94),肉类不错(35),环境不错(63),食材新鲜(21),锅底不错(23),牛肉不错(19)",2016-01-05 22:47:44
26230650,辣滚天铜火锅(上海登陆店),"肉类不错(79),服务热情(243),食材不错(68),食材新鲜(34),口味不错(152),环境不错(88),牛肉不错(40),性价比较高(58)",2016-01-05 22:47:47
26208683,今日炊牛潮汕牛肉海鲜火锅(普陀店),"肉类不错(235),牛肉不错(182),口味不错(190),服务热情(94),牛肉新鲜(35),环境不错(79),酱料不错(37),锅底不错(35)",2016-01-05 22:47:52
25036827,九牛二户(延长路店),"肉类不错(182),牛肉不错(141),牛肉嫩(31),口味不错(185),牛肉新鲜(25),食材不错(38),食材新鲜(24),服务热情(106),菜品新鲜(23)",2016-01-05 22:47:59
24969055,天天牛市 潮汕牛肉火锅,"肉类不错(245),牛肉不错(203),牛肉新鲜(38),口味不错(182),服务热情(91),环境不错(70),性价比较高(49),酱料不错(37)",2016-01-05 22:48:04
2483137,海底捞火锅店(长寿路店),"服务热情(3439),口味不错(1571),肉类不错(482),环境不错(958),食材不错(399),海鲜不错(266),食材新鲜(180),面不错(230),主食不错(264)",2016-01-05 22:48:06
24812466,曼哈顿自助海鲜,"性价比较高(114),海鲜不错(71),环境不错(101),口味不错(95),食材不错(64),食材新鲜(21),服务热情(64),肉类不错(31)",2016-01-05 22:48:09
24647487,TIKI CHINA夏威夷餐厅(大学路店),"肉类不错(96),环境不错(119),牛肉不错(68),口味不错(109),汉堡不错(54),服务热情(90),西式主食不错(54),点心不错(47)",2016-01-05 22:48:13
24645082,四川香天下火锅(浦东八百伴),"肉类不错(95),口味不错(247),食材不错(80),服务热情(215),食材新鲜(37),环境不错(87),牛肉不错(37),禽肉不错(33)",2016-01-05 22:48:15
24634381,魔都·川西坝子,"食材新鲜(41),食材不错(61),肉类不错(61),口味不错(138),服务热情(136),环境不错(57),性价比较高(33),牛肉不错(26)",2016-01-05 22:48:21
24608951,原味主张椰子鸡(正大广场店),"肉类不错(110),禽肉不错(92),口味不错(147),禽肉嫩(33),汤羹煲不错(43),服务热情(62),环境不错(55),饮品不错(23)",2016-01-05 22:48:25
24608304,酷选Self Cook韩国年糕火锅(洲海路店),"服务热情(113),点心不错(28),口味不错(73),环境不错(32),性价比较高(25),主食不错(23),面不错(20),食材不错(19)",2016-01-05 22:48:29
24500435,老北京羊蝎子火锅（段氏龙虾）(莘松康城店),"海鲜不错(64),肉类不错(54),口味不错(139),羊肉不错(45),服务热情(53),环境不错(49),份量足(9)",2016-01-05 22:48:33
2432107,锅德港式海鲜肥牛火锅(新天地南里店),"肉类不错(315),牛肉不错(248),食材新鲜(146),口味不错(348),食材不错(237),服务热情(312),海鲜不错(160),环境不错(243)",2016-01-05 22:48:37
24309683,青花椒砂锅鱼(凯德七宝店),"海鲜不错(237),口味不错(338),点心不错(50),服务热情(216),肉类不错(45),环境不错(83),汤羹煲不错(40),份量足(22)",2016-01-05 22:48:40
24294461,锅德小火锅(虹口店),"食材新鲜(72),食材不错(125),服务热情(374),肉类不错(118),口味不错(283),环境不错(173),锅底不错(57),牛肉不错(54)",2016-01-05 22:48:48
24291947,高兴一锅 汕头牛肉火锅,"肉类不错(478),牛肉不错(385),牛肉新鲜(72),牛肉嫩(70),口味不错(413),酱料不错(74),服务热情(372),环境不错(104),锅底不错(65)",2016-01-05 22:48:50
24258140,青花椒砂锅鱼(米岛店),"海鲜不错(385),点心不错(95),口味不错(427),服务热情(184),砂锅不错(77),主食不错(81),汤羹煲不错(70),环境不错(92)",2016-01-05 22:48:53
24096079,捞王锅物料理(米岛店),"肉类不错(150),猪肉不错(115),服务热情(228),汤羹煲不错(91),口味不错(217),禽肉不错(76),海鲜不错(59),食材不错(45)",2016-01-05 22:48:58
24095254,锅德小火锅(张江店),"肉类不错(56),服务热情(192),食材不错(46),食材新鲜(25),口味不错(145),环境不错(119),牛肉不错(28),性价比较高(34)",2016-01-05 22:49:00
24078342,百岁•我家酸菜鱼(五角场店),"海鲜不错(458),口味不错(530),服务热情(202),性价比较高(101),环境不错(103),汤羹煲不错(36),份量足(26),肉类不错(35)",2016-01-05 22:51:11
24068599,三顾牛炉潮汕鲜牛肉火锅,"肉类不错(167),牛肉不错(134),牛肉新鲜(33),牛肉嫩(22),口味不错(120),服务热情(50),酱料不错(28),环境不错(32),锅底不错(21)",2016-01-05 22:51:26
24058935,牛图腾潮汕牛肉火锅,"肉类不错(282),牛肉不错(243),牛肉嫩(46),食材不错(51),口味不错(226),服务热情(175),环境不错(101),牛肉新鲜(35),酱料不错(41)",2016-01-05 22:54:29
24031079,酷选Self Cook韩国年糕火锅(巴黎春天天山店),"点心不错(122),服务热情(221),口味不错(211),性价比较高(87),食材不错(59),主食不错(55),面不错(53),海鲜不错(51)",2016-01-05 22:54:44
23986915,捞王锅物料理(金鼎路店),"肉类不错(55),服务热情(184),汤羹煲不错(43),口味不错(107),猪肉不错(40),禽肉不错(36),环境不错(49),食材不错(20)",2016-01-05 22:54:52
23945423,蒸天下海鲜蒸汽料理,"食材新鲜(157),食材不错(210),海鲜不错(200),口味不错(180),粥不错(36),主食不错(39),服务热情(126),肉类不错(32),环境不错(33)",2016-01-05 22:54:57
23931777,陈记顺和牛肉店(浙江南路店),"肉类不错(523),牛肉不错(416),牛肉新鲜(95),牛肉嫩(71),口味不错(343),服务热情(250),环境不错(101),酱料不错(52),菜品新鲜(43)",2016-01-05 22:54:59
23926018,颇辣渝味火锅,"食材新鲜(68),食材不错(103),口味不错(246),肉类不错(81),服务热情(220),环境不错(201),菜品新鲜(27),禽肉不错(33)",2016-01-05 22:55:20
23925983,红盔甲(天钥桥路店),"海鲜不错(521),口味不错(583),肉类不错(165),服务热情(233),环境不错(163),羊肉不错(63),性价比较高(64),酱料不错(38)",2016-01-05 22:55:22
23911969,红盔甲(长寿路店),"海鲜不错(511),肉类不错(178),口味不错(519),服务热情(274),环境不错(157),猪肉不错(55),羊肉不错(52),性价比较高(54)",2016-01-05 22:55:25
23873864,麻辣空间四川清油火锅,"食材新鲜(33),肉类不错(69),服务热情(194),食材不错(62),份量足(26),口味不错(178),牛肉不错(50),环境不错(106),锅底不错(33)",2016-01-05 22:55:29
23722267,井格老灶火锅(中山公园龙之梦店),"食材新鲜(65),肉类不错(114),口味不错(329),食材不错(100),服务热情(224),牛肉不错(78),环境不错(141),锅底不错(44)",2016-01-05 22:55:32
23674397,粤来粤牛牛肉打边炉(莘庄店),"肉类不错(540),牛肉不错(427),牛肉新鲜(79),口味不错(470),锅底不错(90),服务热情(256),环境不错(217),食材不错(75)",2016-01-05 22:55:42
23652451,龙虾宝宝(上海旗舰店),"海鲜不错(110),口味不错(69),肉类不错(15),服务热情(55),环境不错(26),食材不错(7),主食不错(7),粥不错(7),汤羹煲不错(4)",2016-01-05 22:55:45
23636169,九牛一品潮汕牛肉火锅(虹梅路店),"肉类不错(333),牛肉不错(269),牛肉新鲜(56),口味不错(242),服务热情(114),牛肉嫩(44),环境不错(100),性价比较高(58)",2016-01-05 22:56:06
23591872,汕头牛莊（潮汕鲜牛肉火锅）,"肉类不错(265),牛肉不错(206),牛肉新鲜(49),口味不错(234),服务热情(90),环境不错(52),牛肉嫩(28),食材不错(36),性价比较高(33)",2016-01-05 22:56:15
23568748,鼎辣重庆火锅(大华店),"食材新鲜(15),食材不错(25),口味不错(66),环境不错(45),肉类不错(17),服务热情(31),性价比较高(18),牛肉不错(10)",2016-01-05 22:56:21
23545793,万先潮煲港式打边炉,"肉类不错(34),服务热情(46),汤羹煲不错(22),口味不错(46),牛肉不错(19),禽肉不错(14),环境不错(32),食材不错(9)",2016-01-05 22:56:38
23539885,牛霸天下(愚园路店),"肉类不错(273),牛肉不错(224),口味不错(192),服务热情(90),牛肉嫩(35),环境不错(49),酱料不错(35),性价比较高(39)",2016-01-05 22:56:51
23499029,东来居港式米其林火锅,"肉类不错(103),食材不错(80),口味不错(142),食材新鲜(48),海鲜不错(64),服务热情(93),牛肉不错(63),环境不错(65)",2016-01-05 22:56:56
23496856,捞王锅物料理(联洋店),"肉类不错(132),猪肉不错(97),服务热情(330),口味不错(230),禽肉不错(78),汤羹煲不错(73),食材不错(56),环境不错(83)",2016-01-05 22:58:28
23481472,禾牛阵,"肉类不错(199),牛肉不错(137),食材新鲜(35),服务热情(173),食材不错(74),海鲜不错(58),口味不错(136),环境不错(94)",2016-01-05 22:58:32
23480009,爱特牛健康火锅,"肉类不错(255),牛肉不错(212),牛肉新鲜(44),口味不错(201),食材不错(59),服务热情(199),环境不错(121),食材新鲜(30)",2016-01-05 22:58:33
23422081,御鼎丰火锅(徐汇店),"肉类不错(86),食材新鲜(40),口味不错(171),食材不错(70),服务热情(156),牛肉不错(59),环境不错(119),性价比较高(44)",2016-01-05 22:58:41
23405398,Mo-Mo牧场(长泰广场店),"肉类不错(507),点心不错(255),服务热情(698),牛肉不错(209),口味不错(442),食材不错(157),环境不错(220),菜品新鲜(73)",2016-01-05 22:58:43
23361031,叶品盛酸菜鱼,"海鲜不错(587),口味不错(611),服务热情(572),汤羹煲不错(61),环境不错(111),性价比较高(73),肉类不错(59),份量足(34)",2016-01-05 22:58:46
23337129,渝利火锅(开元地中海店),"食材新鲜(47),食材不错(71),口味不错(237),肉类不错(69),服务热情(147),环境不错(121),性价比较高(37),牛肉不错(33)",2016-01-05 23:00:13
23310624,四川香天下火锅(曲阳店),"肉类不错(88),食材新鲜(48),口味不错(270),食材不错(80),服务热情(238),环境不错(115),性价比较高(50),牛肉不错(39)",2016-01-05 23:00:16
23127305,周渝食惦 酸菜鱼(龙茗路店),"海鲜不错(362),口味不错(376),服务热情(157),性价比较高(58),肉类不错(45),环境不错(83),汤羹煲不错(37),份量足(15)",2016-01-05 23:03:25
23127251,周渝食惦 酸菜鱼(九亭店),"海鲜不错(252),口味不错(311),服务热情(155),环境不错(72),性价比较高(43),肉类不错(28),汤羹煲不错(21),份量足(14)",2016-01-05 23:03:26
23089831,四川香天下火锅(共康店),"食材新鲜(85),肉类不错(141),口味不错(398),食材不错(133),服务热情(364),环境不错(169),禽肉不错(59),牛肉不错(59)",2016-01-05 23:03:32
23042526,鼎尊锅物料理,"肉类不错(51),服务热情(160),猪肉不错(35),口味不错(117),汤羹煲不错(26),环境不错(53),禽肉不错(25),食材不错(22)",2016-01-05 23:03:39
23022705,百素•我家酸菜鱼(中山公园店),"海鲜不错(711),口味不错(749),肉类不错(108),服务热情(327),性价比较高(166),环境不错(248),点心不错(75),汤羹煲不错(56)",2016-01-05 23:03:42
23000744,项记潮汕牛肉火锅(周浦店),"肉类不错(228),牛肉不错(184),牛肉新鲜(41),牛肉嫩(38),口味不错(117),服务热情(79),性价比较高(35),酱料不错(27)",2016-01-05 23:03:45
22994030,粤汕一牛(田尚坊店),"肉类不错(165),牛肉不错(152),口味不错(150),牛肉新鲜(25),环境不错(66),服务热情(49),牛肉嫩(23),性价比较高(33)",2016-01-05 23:03:47
22975446,青花椒砂锅鱼(汇融天地店),"海鲜不错(404),口味不错(498),点心不错(72),肉类不错(67),服务热情(276),环境不错(87),汤羹煲不错(57),份量足(36)",2016-01-05 23:03:49
22968280,渔家谣鱼火锅,"海鲜不错(300),口味不错(369),环境不错(240),性价比较高(84),服务热情(210),主食不错(58),煲仔饭不错(50),肉类不错(48)",2016-01-05 23:03:53
22950639,捞王锅物料理(中原店),"肉类不错(160),猪肉不错(123),服务热情(622),汤羹煲不错(123),口味不错(320),禽肉不错(91),食材不错(86),海鲜不错(57)",2016-01-05 23:03:56
22916210,四川香天下火锅(大华店),"食材新鲜(73),肉类不错(162),口味不错(383),食材不错(137),服务热情(339),环境不错(188),禽肉不错(68),牛肉不错(68)",2016-01-05 23:03:59
22897991,食神锅奉行(外滩旗舰店),,2016-01-05 23:04:04
22872172,大龙燚火锅(娄山关路店),"肉类不错(188),食材不错(128),食材新鲜(87),口味不错(416),禽肉不错(114),服务热情(163),环境不错(95),牛肉不错(75)",2016-01-05 23:04:07
22807288,百岁•我家酸菜鱼(虹口店),"海鲜不错(603),口味不错(673),服务热情(299),性价比较高(123),汤羹煲不错(61),环境不错(134),份量足(28),肉类不错(56)",2016-01-05 23:04:14
22800138,介家有料串串香(巴黎春天天山店),"肉类不错(53),服务热情(162),口味不错(161),环境不错(109),性价比较高(32),猪肉不错(29),海鲜不错(29),点心不错(27)",2016-01-05 23:04:16
22650965,四川香天下火锅(虹桥店),"食材新鲜(55),食材不错(95),口味不错(246),肉类不错(58),服务热情(236),环境不错(138),菜品新鲜(22),禽肉不错(25)",2016-01-05 23:04:25
22604527,云南蒸汽石锅鱼(虹口足球场店),"海鲜不错(412),汤羹煲不错(224),口味不错(355),服务热情(329),环境不错(52),性价比较高(42),酱料不错(41),肉类不错(40)",2016-01-05 23:04:26
22586062,巴蜀隆门火锅(南京西路店),"肉类不错(282),口味不错(552),点心不错(237),服务热情(405),环境不错(370),牛肉不错(160),食材新鲜(82),食材不错(138)",2016-01-05 23:04:30
22458765,牛百味潮汕牛肉火锅,"肉类不错(570),牛肉不错(469),牛肉新鲜(114),性价比较高(132),口味不错(414),服务热情(121),环境不错(111),锅底不错(68)",2016-01-05 23:04:38
22440453,潮家牛肉火锅(广灵二路店),"肉类不错(240),牛肉新鲜(47),牛肉不错(199),口味不错(227),服务热情(79),性价比较高(31),牛肉嫩(21),环境不错(34)",2016-01-05 23:04:42
22410779,壹魚壹锅,"海鲜不错(230),口味不错(273),肉类不错(157),环境不错(177),服务热情(166),锅底不错(81),食材不错(76),食材新鲜(42)",2016-01-05 23:04:45
22397956,九牛二炉(昌平店),"肉类不错(539),牛肉不错(400),牛肉嫩(75),口味不错(388),酱料不错(94),服务热情(202),汤羹煲不错(83),牛肉新鲜(71)",2016-01-05 23:04:51
22389151,四川香天下火锅(吴中路店),"食材新鲜(47),食材不错(69),口味不错(202),服务热情(116),肉类不错(61),环境不错(105),性价比较高(37),牛肉不错(30)",2016-01-05 23:05:00
22348482,东来顺(外滩店),"肉类不错(169),环境不错(173),羊肉不错(126),服务热情(166),食材不错(50),口味不错(150),羊肉嫩(20),牛肉不错(28),食材新鲜(19)",2016-01-05 23:05:02
22260358,一锅到底,"食材新鲜(49),食材不错(96),服务热情(222),肉类不错(62),口味不错(145),环境不错(108),性价比较高(41),牛肉不错(33)",2016-01-05 23:05:05
22242933,町芗黄鱼传说（面&火锅）,"海鲜不错(266),面不错(165),口味不错(237),主食不错(167),服务热情(182),肉类不错(101),汤羹煲不错(98),猪肉不错(69)",2016-01-05 23:05:10
22158469,小三宝火锅(虹口店),"食材新鲜(103),食材不错(189),服务热情(565),肉类不错(128),口味不错(421),环境不错(289),牛肉不错(81),点心不错(54)",2016-01-05 23:05:17
22142004,哥老官重庆美蛙鱼头(定西路三哥店),"牛蛙嫩(137),牛蛙不错(467),口味不错(404),肉类不错(120),服务热情(323),海鲜不错(113),食材不错(52),环境不错(102),性价比较高(45)",2016-01-05 23:05:21
22137126,新万先港式打边炉(万先港式打边炉),"食材新鲜(19),食材不错(27),口味不错(48),服务热情(47),海鲜不错(17),环境不错(42),肉类不错(16),牛肉不错(12)",2016-01-05 23:05:25
22075955,涮锅里 寿喜锅&涮涮锅专门店,"肉类不错(294),口味不错(253),性价比较高(131),点心不错(111),服务热情(220),牛肉不错(107),禽肉不错(92),食材不错(72)",2016-01-05 23:05:28
22070340,齐民市集(上海芮欧店),"食材新鲜(196),食材不错(299),口味不错(288),海鲜不错(150),环境不错(204),肉类不错(129),服务热情(192),菌菇不错(62)",2016-01-05 23:05:32
22070144,巴逸毛肚火锅(中山北路店),"肉类不错(123),服务热情(423),汤羹煲不错(97),口味不错(335),禽肉不错(90),环境不错(134),食材不错(89),菌菇不错(88)",2016-01-05 23:05:35
22056524,加連威老道港式火锅,"肉类不错(57),食材不错(55),食材新鲜(38),口味不错(77),牛肉不错(48),服务热情(62),汤羹煲不错(40),海鲜不错(39)",2016-01-05 23:05:39
23297430,千彩海鲜自助小萝莉主题火锅,"海鲜不错(69),性价比较高(77),口味不错(91),食材不错(56),环境不错(68),食材新鲜(23),服务热情(59),肉类不错(29)",2016-01-05 23:05:42
24064370,左庭右院鲜牛肉火锅(五角场店),"肉类不错(476),牛肉不错(380),牛肉嫩(81),牛肉新鲜(77),口味不错(320),服务热情(247),环境不错(114),酱料不错(61),食材不错(49)",2016-01-05 23:05:46
